anomaly_label,anomaly_score
0,-0.5227261433545874
0,-0.48371499375095606
0,-0.48497739937878204
0,-0.5268704662598762
0,-0.5531981679775119
0,-0.5227056738684455
0,-0.4772046283681772
0,-0.4785903931419222
0,-0.5334438236726697
0,-0.5315433403041626
1,-0.6370419275516526
1,-0.6478245272270963
0,-0.5053888611414421
0,-0.5358787296491141
0,-0.5220810272857511
0,-0.480453550025785
0,-0.4806258190972637
0,-0.5073340627388563
0,-0.45547202846627166
0,-0.46275756326408274
0,-0.46372002984836774
0,-0.53630128662765
0,-0.4829222644361063
1,-0.6439756113286225
0,-0.508546982749544
0,-0.4872549459447739
0,-0.49303804469952667
0,-0.4666989695221814
0,-0.5199659260655345
0,-0.49499052036970415
0,-0.4984688393067004
0,-0.5276870202027858
0,-0.4812766290307944
0,-0.5149590985128979
0,-0.5227588065319807
0,-0.4990157537584845
0,-0.5106483905611989
0,-0.4835501443041237
0,-0.5103030097014888
0,-0.4724445993684469
0,-0.4534218998554866
0,-0.46519242455671456
0,-0.5467307821978058
1,-0.6409972188586254
0,-0.47873980881737205
0,-0.5067056765079518
0,-0.47225052786451466
0,-0.4896578165226419
0,-0.5205257765662568
0,-0.5437993330805538
0,-0.5193553823737063
0,-0.5209415173969187
0,-0.45952813182331537
0,-0.4648260163423539
0,-0.471513412341054
0,-0.5075331233972382
0,-0.5366612265532569
0,-0.4801285201052529
0,-0.4840183271877196
0,-0.4591247418599965
0,-0.5424424238183515
0,-0.48823708011054395
0,-0.4606236353160556
0,-0.5127945466712303
0,-0.5224661856730592
0,-0.5131416138411606
0,-0.5117844539625336
0,-0.5487321513671823
0,-0.48676967324344395
0,-0.47678950967692446
0,-0.4914660722745794
0,-0.47790587176454175
0,-0.5375441303262711
0,-0.48349042175134954
0,-0.4929061686401666
1,-0.6493297634384636
0,-0.4853377738980593
1,-0.6396332668889995
0,-0.5525333029751519
0,-0.45656205381124226
0,-0.5354089573680957
0,-0.5354545520498952
0,-0.5324266420683159
0,-0.5291201013760749
0,-0.47588504265188003
0,-0.4832250256246234
0,-0.4569630000143155
0,-0.46408202346216576
0,-0.47380568288102537
0,-0.4511334879765257
0,-0.47316829662696636
0,-0.5107467084320033
0,-0.5373101238357001
0,-0.473560775843879
0,-0.4679897028402652
0,-0.4599878618897231
0,-0.5495542910059744
0,-0.5339072966724484
0,-0.543006667349271
0,-0.5611822384162103
0,-0.5388854591783139
0,-0.5552606961619471
0,-0.5629532721054853
0,-0.5170349068125102
0,-0.4782562560421737
0,-0.47433973838825805
0,-0.5183352558161132
0,-0.5202087653567092
1,-0.6429051529129268
0,-0.49758082643463997
0,-0.5491825958493981
0,-0.5545098407183967
0,-0.5277672275522012
0,-0.4546100673230894
0,-0.4725118272084326
0,-0.48955844428287865
0,-0.523320522709513
0,-0.4881054292604262
0,-0.5108680668408478
0,-0.4881054292604262
0,-0.4890915526522982
0,-0.4813392108759686
0,-0.5381752421591789
0,-0.4636705431560926
0,-0.47608623693183144
0,-0.4831388869985478
1,-0.6485558147237622
0,-0.46782711660568044
0,-0.5104558664772471
0,-0.5350768713313233
0,-0.4573341388832707
0,-0.5596569206164361
0,-0.5215531563145083
0,-0.4813392108759686
0,-0.529777254932644
0,-0.5411797351097952
0,-0.5566974274352617
0,-0.46484810902209506
0,-0.5364292033842216
0,-0.47894828171206927
0,-0.515669162799931
0,-0.5036007169147051
0,-0.48604508192386353
1,-0.6315342036577974
0,-0.46868356652124415
0,-0.5221473759210159
1,-0.6409357929123902
0,-0.46319343654942985
0,-0.46319343654942985
0,-0.46451225645649663
0,-0.46319343654942985
0,-0.506112758608491
0,-0.4665577270346093
0,-0.45808595809220753
0,-0.5495873317341771
0,-0.527039741926849
0,-0.5532755768159369
0,-0.5391892261261315
0,-0.47429670922380696
0,-0.4732290379003944
0,-0.4826520177516975
0,-0.5436402321967108
0,-0.48913954244336094
0,-0.4868254624101661
0,-0.5087557754905149
0,-0.4857906668093633
0,-0.47354237469974836
0,-0.4816028031612758
0,-0.5451973678450501
0,-0.4654691774922196
0,-0.563179667465284
0,-0.4917048378310412
0,-0.46232801673491325
0,-0.5653047247528419
0,-0.5374862827807618
0,-0.5389930732181983
0,-0.5420362674103482
0,-0.4948200349523375
0,-0.5386285212202936
0,-0.5289878466778087
0,-0.5493727888342365
0,-0.4755720005666273
0,-0.561974860292356
0,-0.5289878466778087
0,-0.516214137855504
0,-0.5241964215032476
0,-0.5274583600240283
0,-0.5374862827807618
0,-0.5616511331287721
0,-0.5418148917913729
0,-0.5496399841971841
0,-0.5532053363113785
0,-0.48203271231852446
0,-0.5389174476462196
0,-0.5517101957673207
0,-0.5420498425030702
0,-0.5231396811777747
0,-0.4850943671430025
1,-0.6489947671904358
0,-0.5029610126498981
0,-0.5154020343384421
0,-0.5392821951939359
0,-0.5532053363113785
0,-0.5043816307922963
0,-0.5393619106243825
1,-0.6507975001587888
0,-0.4825484969141354
0,-0.4829017827792853
1,-0.6503915122008065
1,-0.6418182935216665
0,-0.47593108502799625
0,-0.5264851155638124
0,-0.4569551749169227
0,-0.5081833928024977
0,-0.45301034897303977
0,-0.465448268213227
0,-0.478318309855246
0,-0.5090350621624097
0,-0.5182320018940877
0,-0.4681590038597314
0,-0.46955950146008424
0,-0.46955950146008424
0,-0.5383637758625917
0,-0.47218981150070977
1,-0.6481040520548418
0,-0.45586887725855557
0,-0.4684083978185734
1,-0.6387712143556691
0,-0.5264945325576715
0,-0.4881697593436815
0,-0.47706139685574633
0,-0.5172616175078864
0,-0.46426885651046856
0,-0.5225376958891579
0,-0.4502496953219301
0,-0.55060737568009
0,-0.5370752590872471
0,-0.5342522339334025
0,-0.4629076297372819
0,-0.5342522339334025
1,-0.6445150981626377
0,-0.5264412917954449
0,-0.5358676536381088
0,-0.5466937672722625
0,-0.4755814736348786
0,-0.4773015509443295
0,-0.4796492418691206
0,-0.4679271687850155
0,-0.4538251491734162
0,-0.4679271687850155
0,-0.4674442886629637
0,-0.5305128803688726
0,-0.4792241090994181
0,-0.4629076297372819
1,-0.6440922012465853
0,-0.45057405665377886
0,-0.4755814736348786
0,-0.4796492418691206
0,-0.5043892781222712
0,-0.5283636192734398
0,-0.5043892781222712
0,-0.4629076297372819
0,-0.4629076297372819
0,-0.5217369039308061
0,-0.46755542803292216
0,-0.48069792351401464
0,-0.4661007833802674
0,-0.5301801602322141
1,-0.6344639633013539
0,-0.48530250544207165
0,-0.5393787697814869
0,-0.4646852025272041
0,-0.4949923753220581
0,-0.48530250544207165
1,-0.6175153118910839
1,-0.6134272307498733
0,-0.5329587676097065
0,-0.4605037819190989
0,-0.4566797128894924
0,-0.4566797128894924
0,-0.5142603516717218
0,-0.504185102761454
0,-0.4593269763936261
0,-0.5354924751292566
0,-0.4931320902305461
0,-0.461853201758015
0,-0.4627085364767031
0,-0.523504042701563
0,-0.5371378465888781
0,-0.5375448959713502
0,-0.5182449362792146
0,-0.5453304135976449
0,-0.49991665556075227
0,-0.4850218532633667
1,-0.6393824922302279
0,-0.5234475103327395
0,-0.5330021281984092
1,-0.6098242799585626
0,-0.4635868609325263
0,-0.5383396489457712
0,-0.4544210860475135
0,-0.49132701886078584
0,-0.45603835246314706
0,-0.5131907872961049
0,-0.4590959568581285
0,-0.4673858182115774
0,-0.5395121094671819
0,-0.5354399035034654
0,-0.5354399035034654
0,-0.5364248496520541
0,-0.4561425734751177
0,-0.4739200040852774
0,-0.47086576074671815
1,-0.6255903848953287
0,-0.5353191215002823
0,-0.46585672646972204
0,-0.44837138828133716
0,-0.47064396004235093
0,-0.5346408254362944
0,-0.459440040615645
0,-0.5138588989870694
0,-0.47078695446182933
0,-0.516329799119194
0,-0.4589181649391774
0,-0.4718062066859969
0,-0.5239872458452908
0,-0.5348585346786112
0,-0.48236418161317207
0,-0.48335224866603643
0,-0.446826835423056
0,-0.4717549392984166
0,-0.5257100936429451
0,-0.45837738197754335
0,-0.4573613772848253
0,-0.48335224866603643
0,-0.4717125704528581
0,-0.4717125704528581
0,-0.5264676361877855
0,-0.4717125704528581
0,-0.4611439880935657
0,-0.46455113973303014
0,-0.46137271630163873
0,-0.46623081403476074
0,-0.4692779475051529
0,-0.5018412184456044
1,-0.617220146358063
0,-0.4993200760332594
1,-0.6113416315346629
0,-0.5341311123574556
0,-0.5173827771377643
0,-0.46973260256418214
0,-0.4604645383371796
0,-0.44281718219062677
0,-0.470174758497181
0,-0.44281718219062677
0,-0.4607197604593128
0,-0.5279197207290248
0,-0.4598019807617629
0,-0.47263889258390324
0,-0.4497380638902531
0,-0.49923780127070283
0,-0.5361349197142901
1,-0.6255026089422917
0,-0.46334933293965014
0,-0.46907186081501046
0,-0.4978802880520079
0,-0.4702525215624344
0,-0.4983175069165111
0,-0.5389974238246789
0,-0.46040814920214607
0,-0.4497380638902531
0,-0.506078381706756
0,-0.5365279008242962
0,-0.44426389771068037
0,-0.4616564529083546
0,-0.514263130604992
0,-0.5383042807812243
0,-0.5250237834881709
1,-0.6137525376002361
0,-0.49771296206044846
1,-0.6080769349299883
0,-0.46485925761156816
0,-0.5018304643400373
0,-0.4465399103684369
0,-0.46938756365950673
0,-0.5320178581716923
0,-0.5346312069170822
0,-0.4959287781496374
1,-0.622547167569064
0,-0.4525934434541949
0,-0.47295133704198
1,-0.6322296544537661
0,-0.44919793297180355
0,-0.5118427689026314
0,-0.5099632961891678
0,-0.4446362875173515
0,-0.5088743262014321
0,-0.5163432924870531
0,-0.4927429989010164
0,-0.4623162229437565
0,-0.5253323174507478
0,-0.4947240433246025
0,-0.44130165032812135
0,-0.45887971856400417
0,-0.5262870975579249
1,-0.6039766562069968
0,-0.5253279811616343
0,-0.4759992517885063
0,-0.5273588442808642
0,-0.49022953778397693
0,-0.4759992517885063
0,-0.4397852241254441
0,-0.4502844611105826
0,-0.4568162894523597
0,-0.5258518190907223
1,-0.6039389640701189
0,-0.4564702412046976
1,-0.6051660595174903
0,-0.4911065122131936
0,-0.5293072405744426
0,-0.506318129456864
0,-0.4535548517400347
0,-0.4535548517400347
1,-0.6083297618496507
0,-0.5106849701339373
0,-0.4509632115047353
0,-0.4528623518340323
0,-0.46041482153185986
0,-0.4528165306430213
0,-0.4520355369067241
0,-0.45161034597476263
0,-0.5248414551400535
0,-0.49098968206284405
0,-0.4421835557121473
0,-0.5242313269647313
0,-0.5231336296234947
0,-0.4554702920212303
0,-0.530934010930012
0,-0.4535548517400347
0,-0.4535548517400347
0,-0.4911065122131936
0,-0.4468126313427211
0,-0.4548443374961091
0,-0.48951531443193885
0,-0.48023548337116606
1,-0.6279665133094643
0,-0.48111984210832476
0,-0.5171290161620556
0,-0.5242814897195314
1,-0.6079183134636017
0,-0.498446278035492
0,-0.5247288917936125
0,-0.5304612307990789
0,-0.4552942566604283
0,-0.48305335219414636
0,-0.4684985569423559
0,-0.5182216717621507
0,-0.5182216717621507
0,-0.45988675555500397
0,-0.45427574543951893
0,-0.4496070493030009
0,-0.4886237271588333
0,-0.5340964110544135
0,-0.4428039947075172
0,-0.45409456061602393
0,-0.4535548517400347
0,-0.45770851115310995
0,-0.48788419019849394
0,-0.4874463430858779
0,-0.5031666856439206
0,-0.524430231570181
0,-0.45417701271288874
0,-0.45673694918171615
1,-0.629242442822188
0,-0.4769463162728843
0,-0.4475913303101018
0,-0.46802945158632786
0,-0.44704304990925436
0,-0.5082675319736956
0,-0.49229048070626813
1,-0.6165650857251739
0,-0.45166470172713713
0,-0.4561473917795362
0,-0.47720649726159386
0,-0.45166470172713713
0,-0.5268956032402135
0,-0.5221264688061997
0,-0.45282097550611966
0,-0.44363139497493254
0,-0.526615435264582
1,-0.623222796722415
0,-0.44759738235428587
0,-0.5338609854873231
0,-0.4575823193626784
0,-0.4413593237703229
0,-0.47834200335569377
0,-0.5314686227828102
0,-0.5354266155927102
0,-0.44690227518135456
0,-0.5354266155927102
0,-0.5058194072237325
0,-0.5180466540990791
0,-0.5070355010470797
0,-0.44418601321063966
0,-0.4552848072316416
0,-0.4430759593232448
0,-0.4932871463949967
0,-0.5082400259899955
0,-0.4422602327142112
0,-0.4430759593232448
0,-0.45579737795904857
0,-0.44377410081458335
0,-0.47621651606737014
0,-0.5327670887149313
0,-0.4620854439470103
0,-0.44794779057654527
0,-0.4562797482395854
0,-0.49460596231117765
0,-0.4876812876698375
0,-0.49659047224163916
0,-0.5368379214990662
1,-0.6260233053848492
0,-0.44496668381806703
0,-0.49292615950625934
0,-0.4852149584736416
0,-0.4512954923284012
0,-0.4466905567161211
0,-0.4474244773549089
0,-0.44242883405397887
0,-0.5058275702844609
0,-0.46952398927164984
0,-0.4910072172368075
0,-0.46952398927164984
0,-0.45813746716127385
0,-0.4529627101172988
0,-0.5225876151137785
0,-0.5225876151137785
0,-0.4946406856837199
0,-0.4513749631576122
0,-0.5239103485811943
0,-0.4533768390833273
0,-0.45583306102444915
1,-0.6293943754900132
0,-0.4787409667143183
0,-0.5132206082008155
0,-0.5146025695801782
0,-0.4790039885621551
0,-0.45240642200763037
1,-0.6281689932512171
0,-0.4493124768934362
0,-0.5268751947034261
0,-0.4524303074659013
1,-0.62723106570819
0,-0.5038163765737379
0,-0.4657002436628988
0,-0.4890330909204765
0,-0.44912946821906485
0,-0.5020345686023805
0,-0.44912946821906485
0,-0.5185067169422384
0,-0.4893937104537984
0,-0.4536395650310391
0,-0.43890190475038526
0,-0.4773609051959298
0,-0.4937562003179393
0,-0.5185067169422384
0,-0.4689854583786933
0,-0.4775554806421919
0,-0.5028555430114959
0,-0.5195207478764633
0,-0.44695563843420705
0,-0.5064616707366084
0,-0.45509894890973257
0,-0.457216757306194
0,-0.5219845368811649
0,-0.5048286871491617
1,-0.6283472230016726
0,-0.4421672021353899
0,-0.44922228413359466
0,-0.445910715219754
0,-0.5028555430114959
0,-0.5041192813666882
0,-0.4777464390220178
0,-0.458416269825622
0,-0.5118253388788742
0,-0.48682886538932735
0,-0.43892334100410285
0,-0.4942565219328453
1,-0.6057474506335829
0,-0.45472601321163253
0,-0.43888925120661265
1,-0.6256822799084525
0,-0.48463564712929386
0,-0.5274803559499385
0,-0.44392304007377276
0,-0.4460321890962421
0,-0.4493137154715852
0,-0.48490599839543785
0,-0.5196241174766619
0,-0.49868694510541617
0,-0.5168853073569135
0,-0.48948186920294234
0,-0.5206799003071036
0,-0.48391299383214903
0,-0.4516754592696463
1,-0.6043966361256942
0,-0.5115351978404619
1,-0.60529997173499
0,-0.4467942022228369
0,-0.4949568342994028
0,-0.4589221974784516
0,-0.4477021337229558
0,-0.4532624750824245
0,-0.4635073362378248
0,-0.49281787422485085
0,-0.5013519214650914
0,-0.5010128283418122
0,-0.4465083190982156
0,-0.44572677235667446
0,-0.5259493102215685
0,-0.4516684803565156
0,-0.5215687905204223
0,-0.46236206404519503
0,-0.49030529951516166
0,-0.4969873511533944
0,-0.4468990490134091
0,-0.44916469695864775
0,-0.4468990490134091
0,-0.43960957391477623
0,-0.49063714561962823
0,-0.5126164240278461
0,-0.45369361269896347
1,-0.6112013411187406
0,-0.4463598378156885
0,-0.5223536595396637
0,-0.5091984470655044
0,-0.43884965901439693
0,-0.46442878655275466
0,-0.488378348916456
0,-0.49864246839962956
0,-0.47290935748340307
0,-0.5142733882990512
0,-0.5089497659482533
0,-0.5141342507996831
0,-0.4679366163933817
0,-0.45578186022962636
0,-0.5042160845223009
0,-0.44849933524717533
0,-0.45315436863074987
0,-0.524163817245722
1,-0.6291980608014479
0,-0.49087177693466433
1,-0.6297824967269026
0,-0.4528818079917942
0,-0.49120282022546985
1,-0.6226634912406153
0,-0.45175506656637554
0,-0.44525369592531217
0,-0.4894367630190153
0,-0.4520016295671484
0,-0.46099042062177015
0,-0.44678799881808645
0,-0.47089527770574463
0,-0.43352540238601084
0,-0.5237920223659752
1,-0.6110800400623732
0,-0.45438702216668
0,-0.45013484330691417
0,-0.48853966643302715
0,-0.48853966643302715
0,-0.4456556083339066
0,-0.43816007473173507
0,-0.4725837271640026
0,-0.43982416538119445
0,-0.4462029502372386
0,-0.4495584148330751
1,-0.6263828877922916
0,-0.4890735804242896
0,-0.526657442500781
0,-0.5096884313461956
0,-0.45070172542564557
0,-0.485608736913076
0,-0.44806865233465626
0,-0.4377889171766218
0,-0.5221850322237872
1,-0.6098409528344181
0,-0.4492851366897097
0,-0.44688058536937486
0,-0.5005728356363579
0,-0.526657442500781
0,-0.48593740431234517
0,-0.43401739085024094
0,-0.4377258311882868
0,-0.4898301180411398
1,-0.6169569717230656
0,-0.45098645026824746
0,-0.514745502844939
0,-0.46205293251958507
1,-0.6156195787580682
0,-0.4910357082956822
0,-0.5086449884390721
0,-0.4910357082956822
0,-0.45082955862009355
0,-0.45828347795315966
0,-0.4521105801982773
0,-0.4397959507076286
0,-0.4451189719651349
0,-0.5061408930899928
0,-0.4865334493184221
0,-0.5099618339808557
0,-0.5228180857283534
0,-0.5014524979910873
0,-0.533655042513937
0,-0.5004010977023402
0,-0.49900920465903087
0,-0.5332093947461254
0,-0.4341198855755671
0,-0.48805625874391445
0,-0.45146730233849464
0,-0.4378292016747733
0,-0.45759204184494934
0,-0.4541272470417616
1,-0.6086654653201654
1,-0.6218839037137701
0,-0.5112119961553016
0,-0.4892666702234908
0,-0.5217719429652032
0,-0.46204972883699363
0,-0.4476986421375828
0,-0.43800374135118514
0,-0.44790878362187847
0,-0.527831734115297
0,-0.5052713134105207
0,-0.4344581279015046
0,-0.5232453530077009
0,-0.44709449108777416
0,-0.45816670576542307
0,-0.4597122423612948
0,-0.501113336842122
0,-0.43489226366622635
0,-0.4858592317217324
0,-0.5326251434065725
0,-0.4858592317217324
0,-0.4874298164935176
0,-0.44877573142580046
0,-0.44733432564482184
0,-0.48594691405052404
0,-0.4438582140132616
0,-0.49928046247482866
0,-0.4807016093099426
0,-0.449772180829946
0,-0.4718239166356032
0,-0.4797750419202015
0,-0.44366669781048534
0,-0.44190520791075955
0,-0.4437775293157756
0,-0.44201052069009733
0,-0.5078652542551695
0,-0.43987728892201655
0,-0.4859218463878144
0,-0.47226720657578775
0,-0.4365390435245415
0,-0.5032243326245226
0,-0.4570237528159054
0,-0.48030372442464647
0,-0.48753834498402
0,-0.45039355437243883
0,-0.5239793237010996
0,-0.5038551696836204
0,-0.4457050316973262
0,-0.5263880598656251
0,-0.5248120725171389
0,-0.49010404408050084
0,-0.5351695653567362
1,-0.6270780058585376
0,-0.43500290295780003
1,-0.6121412688356532
0,-0.4425304620721116
0,-0.49269408520713925
0,-0.43999017282320785
0,-0.49276322431586
0,-0.44284183706470776
0,-0.5221145544248033
0,-0.4341281948712983
1,-0.6215242660228009
0,-0.4498949388022557
0,-0.4391215539930077
0,-0.43501723040502804
0,-0.43053945741092586
0,-0.5225839396428246
0,-0.5338088987588147
0,-0.43999017282320785
1,-0.5999267979743353
0,-0.44783171659907217
0,-0.48090245086661243
0,-0.47026023815515244
0,-0.45728801422169285
0,-0.5220464300274316
0,-0.4498949388022557
0,-0.4711376684391513
0,-0.4349365187957036
1,-0.612434005560088
0,-0.5298904642300226
0,-0.5250082664195449
0,-0.48503942945896256
0,-0.4566985060571072
0,-0.4557907246931967
0,-0.4715963138678287
0,-0.43769789330619346
0,-0.45703162995302365
0,-0.44694193909406116
0,-0.4930967339813181
0,-0.4373469192894357
0,-0.44150768596329165
0,-0.4300663157193251
0,-0.4714330162487924
0,-0.5032629935859871
0,-0.483951776722354
0,-0.44733061189276624
0,-0.5194537718661664
0,-0.4400388398415749
0,-0.4778137095380651
0,-0.5040776521044374
0,-0.5013559721011419
0,-0.48732253577581963
0,-0.49172243183351433
0,-0.44419223104610067
1,-0.6003328375808208
0,-0.5055761359613563
0,-0.43333942823704535
0,-0.5154957532751574
1,-0.6236304005330602
0,-0.49441885114094186
0,-0.44078091202471403
0,-0.5219455993424238
0,-0.47111415900091413
0,-0.48324265933747557
0,-0.4460345775629347
0,-0.503921260856271
0,-0.4441997489676096
0,-0.4408886665386554
0,-0.48681650805647525
0,-0.49319482340381987
1,-0.5986263217403388
0,-0.44334700980114916
0,-0.4706375671170387
0,-0.4706375671170387
0,-0.4545396024226685
0,-0.4841849091686085
0,-0.4436758612952173
0,-0.5219646107766122
1,-0.6214994358488093
0,-0.4376849380823733
0,-0.443502844160237
0,-0.5020975688049318
0,-0.44405930310412706
0,-0.4381367785717968
0,-0.4499362657425485
0,-0.49510011718019514
0,-0.43389424341098326
0,-0.5057275396519983
0,-0.4479642419568646
0,-0.5265425913251902
0,-0.44377352478163534
0,-0.43518020615648867
0,-0.44075794603909646
0,-0.44104609010324836
0,-0.5249677589811304
0,-0.5020038294229503
0,-0.5163189968193765
0,-0.4954303422778469
0,-0.4447923870972087
0,-0.4480557906250602
0,-0.44039850361507893
0,-0.44112617292761364
0,-0.4419347367889299
0,-0.47910914393447546
0,-0.4419347367889299
0,-0.4373715003761048
0,-0.5175036164783055
0,-0.4983100388129572
0,-0.4373715003761048
0,-0.501815622057121
0,-0.4536766078483016
1,-0.6092246187758585
0,-0.4900291742975718
0,-0.44104609010324836
0,-0.5029451254460029
0,-0.4726831610947552
0,-0.451215053982064
0,-0.5029451254460029
0,-0.451215053982064
0,-0.4898518220804498
0,-0.457842447750064
0,-0.4594538574512312
0,-0.501815622057121
0,-0.4491818843626093
0,-0.4414017268864796
0,-0.4462456261412142
0,-0.4786260341635393
0,-0.4348862774723948
0,-0.5028295235468558
1,-0.6013192866288792
0,-0.45205313375898704
0,-0.5210320579609532
0,-0.5018506775729733
0,-0.44746295845256795
0,-0.4862021608012864
0,-0.5209589524808266
0,-0.4481680124067703
0,-0.5181347740670277
0,-0.49085908271598366
0,-0.4696148450791008
0,-0.49527758075101186
0,-0.458210674876928
0,-0.49882545814309526
0,-0.5316081906817315
0,-0.4427153868678752
0,-0.45372162274330297
1,-0.6306282435802677
0,-0.4950739992021163
0,-0.44700888084899637
0,-0.43769801958220195
0,-0.43381980862067065
0,-0.4963231578053962
0,-0.4513128474429226
0,-0.4460816851784601
0,-0.5038771826227987
0,-0.43382227269110163
0,-0.49773996507245793
0,-0.48668894685525
0,-0.4894084105725115
0,-0.5331236566166255
0,-0.4894084105725115
0,-0.44755849235226436
0,-0.4904028005162758
0,-0.46439283570462253
0,-0.4983477105802192
0,-0.4982569683283501
0,-0.5343139551329678
0,-0.49524085848247346
0,-0.49953045388889555
0,-0.46099950584983784
0,-0.5046383608829415
0,-0.46099950584983784
0,-0.4545742353032589
0,-0.5142077067802224
0,-0.48593026741118633
0,-0.4560437849054593
0,-0.5049376863407621
0,-0.4926752096349406
1,-0.6112916684976002
1,-0.6357682630046695
0,-0.44812748381158635
0,-0.44486189443479235
0,-0.44253855891851535
0,-0.44315786496482795
0,-0.5019814991362259
0,-0.44812748381158635
0,-0.44982264828576707
0,-0.44540714218345084
0,-0.48137399796568847
0,-0.43946800105540573
0,-0.4534606089182429
0,-0.44540714218345084
0,-0.5248224105988514
0,-0.48821535644215247
0,-0.5205100477344601
0,-0.5152932348883872
0,-0.436913178678753
0,-0.4552627473811957
0,-0.4489348137987851
0,-0.4506495705270143
0,-0.4420944338446618
0,-0.5072038184401939
0,-0.5054773474036348
0,-0.49274434609487744
0,-0.5056181151217899
0,-0.4479242304377981
1,-0.6112916684976002
0,-0.4541324918398177
0,-0.5050879254721519
0,-0.5274928797645962
0,-0.44700881714047425
0,-0.446419119568129
0,-0.43893426222165993
0,-0.501352243139606
0,-0.446419119568129
0,-0.44783503737189384
0,-0.4548772422691579
0,-0.4386682696774563
0,-0.43974695665829533
0,-0.45626099393989233
0,-0.44648864881526595
1,-0.6302017134492593
0,-0.45626099393989233
0,-0.44700881714047425
0,-0.5257223181701578
0,-0.449245438584414
0,-0.48887644328153945
0,-0.5234463130090637
0,-0.4590735627121308
0,-0.44700881714047425
0,-0.528137286769781
0,-0.4491080031665709
0,-0.5019605456625604
0,-0.4399191865801523
0,-0.4421123019599593
0,-0.5067192127442491
0,-0.46419798730236417
0,-0.44142200024765743
0,-0.44787808690712205
0,-0.5085545910273185
0,-0.44336269181901666
0,-0.5088987885306044
0,-0.46514115419634783
0,-0.4779310039561828
0,-0.4534033990671714
0,-0.5088987885306044
0,-0.538761904814662
0,-0.5060773190924779
0,-0.4594875914179162
0,-0.4462076238457665
0,-0.4630131428620881
0,-0.460571766840476
0,-0.4640200763441845
0,-0.5190768975430117
0,-0.5146448046597244
0,-0.50014402880742
0,-0.5187258159995409
0,-0.5138332064422381
1,-0.6111535526325679
0,-0.4554216929885455
0,-0.49626659330227607
0,-0.4554216929885455
0,-0.45635457147984815
0,-0.46329696773894924
0,-0.4487972370274912
0,-0.49844930158485656
0,-0.49873535958025056
0,-0.47016173202230854
0,-0.4541164136505339
0,-0.49439992567034957
0,-0.5135568048379361
0,-0.4807085672822447
0,-0.5123935051996301
0,-0.5093630940896915
